CustomerID,Age,Gender,State,TenureMonths,MonthlyCharges,TotalCharges,DataUsageGB,CallMinutes,SMSCount,CustomerSupportCalls,NetworkComplaints,LatePayments,PlanType,ContractType,PaymentMethod,FamilyPlan,InternationalCalls,DeviceAgeMonths,AvgMonthlyRecharge,Churn
CUST004827,31,Female,Assam,38,178.36,5833.45,264.79,1986,1873,13,14,3,Premium,Yearly,Debit Card,No,No,15,1671.52,No
CUST004828,65,Male,Jharkhand,17,3036.38,46753.41,212.77,1196,2892,6,6,5,Premium,Monthly,UPI,No,No,3,2789.65,No
CUST004829,64,Female,Rajasthan,74,816.77,56536.85,278.69,2070,2237,14,11,3,Basic,Yearly,Cash,No,Yes,10,1708.0,No
CUST004830,53,Male,Himachal Pradesh,1,797.82,795.63,225.13,4957,1287,15,1,0,Standard,Monthly,Debit Card,Yes,No,56,3413.53,Yes
CUST004831,56,Male,Uttarakhand,18,837.27,13211.32,221.61,4228,1196,12,14,10,Basic,Monthly,UPI,No,No,38,2754.74,Yes
CUST004832,33,Female,Himachal Pradesh,63,2470.74,141242.87,258.12,1081,214,11,0,1,Standard,Monthly,Credit Card,Yes,No,28,2813.06,No
CUST004833,39,Female,Chhattisgarh,46,666.05,26554.44,196.74,1632,808,20,15,4,Premium,Monthly,Net Banking,No,No,38,2328.33,No
CUST004834,38,Male,Odisha,19,715.71,13233.53,53.87,167,1554,5,10,2,Standard,Yearly,Debit Card,Yes,Yes,55,2060.48,No
CUST004835,38,Male,Karnataka,50,1355.22,64024.27,24.89,4366,1417,14,7,3,Basic,Monthly,Debit Card,Yes,Yes,8,419.03,No
CUST004836,25,Female,Uttarakhand,120,104.21,12952.9,94.75,1194,1033,15,15,8,Standard,Monthly,Net Banking,Yes,No,56,1232.48,Yes
CUST004837,66,Male,Rajasthan,96,1451.37,139068.27,244.32,1770,2539,10,14,10,Premium,Yearly,Debit Card,No,No,38,174.57,Yes
CUST004838,33,Female,Punjab,54,3130.2,169973.56,6.51,511,1351,12,11,3,Basic,Monthly,Debit Card,No,No,57,222.17,Yes
CUST004839,48,Female,Maharashtra,31,3047.7,83413.21,45.01,2506,1195,18,8,8,Basic,Yearly,UPI,No,No,51,1180.68,Yes
CUST004840,59,Male,Madhya Pradesh,97,4850.71,425031.22,31.83,4432,2699,4,3,6,Basic,Monthly,Debit Card,No,Yes,50,3536.9,No
CUST004841,27,Male,Uttarakhand,86,686.19,56216.8,11.15,3106,1286,8,0,0,Premium,Monthly,UPI,No,No,57,3069.72,No
CUST004842,49,Male,Uttar Pradesh,65,4341.3,240617.85,243.09,1804,981,0,8,6,Premium,Monthly,Net Banking,No,Yes,46,702.33,No
CUST004843,51,Male,Uttarakhand,105,2016.83,216854.99,83.88,3348,1507,3,9,7,Standard,Monthly,Credit Card,No,No,36,1722.64,No
CUST004844,26,Female,Rajasthan,46,1996.48,92347.6,218.68,1241,1811,0,12,9,Basic,Monthly,UPI,No,No,36,1415.6,Yes
CUST004845,34,Female,Andhra Pradesh,35,1809.17,54556.57,42.57,3365,495,0,12,12,Premium,Monthly,UPI,No,Yes,10,2197.07,No
CUST004846,28,Female,Telangana,108,711.21,78332.05,122.68,4663,2066,18,0,5,Basic,TwoYear,UPI,No,Yes,24,3510.5,No
CUST004847,49,Male,Kerala,49,2444.67,101928.03,34.94,3141,2314,9,0,6,Standard,Yearly,Net Banking,No,No,11,3643.26,No
CUST004848,27,Male,Kerala,81,3958.15,279842.6,0.74,323,1537,13,11,0,Premium,Yearly,Debit Card,Yes,No,50,2816.77,No
CUST004849,39,Female,Kerala,34,4389.62,128512.62,183.95,4561,1960,20,15,9,Premium,Yearly,Credit Card,No,Yes,16,1280.84,Yes
CUST004850,34,Female,Uttar Pradesh,29,4818.01,132153.81,144.29,2823,709,14,0,12,Basic,Monthly,Credit Card,No,No,38,1978.19,Yes
CUST004851,21,Female,Chhattisgarh,6,3947.93,23848.89,124.99,4569,2863,15,15,11,Premium,TwoYear,Credit Card,No,No,1,3999.89,No
CUST004852,65,Male,Punjab,1,3153.15,2792.77,23.6,319,887,12,0,6,Standard,Monthly,Credit Card,Yes,No,24,1336.82,No
CUST004853,69,Female,Madhya Pradesh,55,2537.92,140185.44,176.46,1264,2368,19,4,10,Standard,Monthly,UPI,No,No,43,704.51,No
CUST004854,64,Male,Assam,27,4387.0,105062.48,234.0,3218,2190,8,11,11,Premium,Monthly,Debit Card,Yes,No,49,1394.09,No
CUST004855,42,Female,Uttarakhand,12,3723.62,46833.04,20.17,3917,2996,3,10,10,Standard,Monthly,Credit Card,Yes,Yes,46,3339.36,No
CUST004856,38,Female,Madhya Pradesh,4,890.17,3634.37,124.04,1503,2353,18,11,11,Premium,Monthly,Debit Card,No,No,40,1157.18,Yes
CUST004857,54,Female,Uttar Pradesh,119,3444.5,408845.08,93.47,3470,786,12,4,5,Premium,TwoYear,Credit Card,Yes,No,14,2882.98,No
CUST004858,55,Male,Punjab,80,2212.09,171364.01,267.56,4634,741,15,1,8,Premium,Yearly,Credit Card,Yes,Yes,41,2281.47,Yes
CUST004859,66,Female,Jharkhand,52,3019.42,141074.85,78.8,2785,272,12,8,7,Basic,TwoYear,Debit Card,No,No,14,2787.77,No
CUST004860,18,Male,Haryana,11,4501.93,43274.3,283.28,3162,955,11,3,0,Basic,Yearly,Cash,Yes,No,49,2462.99,No
CUST004861,42,Female,Uttar Pradesh,52,3297.6,161540.16,248.52,2522,1631,13,11,12,Basic,Monthly,Cash,No,No,9,2583.79,No
CUST004862,68,Male,Rajasthan,84,4699.75,367354.51,30.05,4231,2449,8,3,6,Premium,Monthly,UPI,No,No,40,792.97,Yes
CUST004863,53,Male,West Bengal,26,4345.21,111269.1,144.19,1561,187,6,3,11,Premium,Monthly,Net Banking,No,Yes,8,3965.84,No
CUST004864,34,Male,Andhra Pradesh,28,731.62,18109.43,194.7,1253,2969,19,14,7,Standard,Monthly,UPI,Yes,No,8,1817.18,Yes
CUST004865,58,Female,Karnataka,106,157.09,16025.87,177.92,2125,1252,11,0,5,Basic,Yearly,UPI,No,No,55,3189.88,No
CUST004866,41,Female,Telangana,72,1983.62,141202.49,203.77,3336,2209,1,15,1,Standard,Yearly,UPI,No,No,33,2450.41,No
CUST004867,19,Female,Kerala,66,4340.12,260608.38,127.89,1483,849,10,0,3,Premium,Yearly,UPI,Yes,Yes,20,341.84,No
CUST004868,57,Female,Uttarakhand,104,1227.62,128438.88,271.42,910,2617,16,0,5,Basic,Yearly,UPI,No,Yes,49,1862.36,No
CUST004869,32,Female,Maharashtra,90,3487.86,293933.02,81.11,3425,2110,2,4,11,Standard,Monthly,UPI,No,No,6,3168.93,No
CUST004870,49,Male,Assam,27,2432.38,57959.26,28.23,2412,2804,7,0,2,Standard,Monthly,Debit Card,Yes,Yes,42,3619.77,No
CUST004871,56,Female,Chhattisgarh,97,3755.78,323855.42,293.39,469,2105,6,2,7,Premium,Yearly,Credit Card,No,No,40,1989.35,No
CUST004872,23,Female,Andhra Pradesh,55,908.39,45254.07,195.59,3928,828,15,4,5,Premium,Monthly,Net Banking,No,No,17,2251.47,No
CUST004873,18,Male,Kerala,71,1271.55,79593.17,197.76,3439,1193,12,13,0,Basic,Yearly,Net Banking,Yes,No,6,219.97,No
CUST004874,64,Male,Madhya Pradesh,54,1288.37,66968.87,245.26,2153,2608,4,13,1,Premium,Monthly,UPI,No,No,33,2633.84,No
CUST004875,40,Male,Jharkhand,46,2787.48,133331.02,126.43,2539,1105,1,6,4,Premium,Yearly,Net Banking,Yes,No,31,1643.96,No
CUST004876,56,Male,West Bengal,36,1519.16,56287.5,115.87,1255,1299,20,15,8,Standard,TwoYear,Net Banking,No,Yes,50,155.68,No
CUST004877,34,Male,Tamil Nadu,21,4077.44,78326.67,284.74,387,987,6,0,0,Standard,Yearly,Debit Card,Yes,No,4,2085.93,No
CUST004878,51,Male,West Bengal,49,1799.29,90187.18,116.03,3087,1332,5,3,2,Standard,Yearly,UPI,No,No,56,2741.22,No
CUST004879,58,Female,Rajasthan,34,3338.17,118129.01,23.54,835,1595,16,9,1,Premium,Monthly,Credit Card,No,No,8,1578.48,No
CUST004880,46,Male,Tamil Nadu,87,4747.66,375390.39,92.35,4587,464,2,2,7,Standard,Yearly,UPI,No,No,7,396.23,No
CUST004881,26,Male,Andhra Pradesh,34,3073.93,107759.5,262.06,3596,982,2,7,2,Basic,Monthly,UPI,No,No,53,2965.54,No
CUST004882,30,Female,Maharashtra,40,1286.55,54008.64,28.49,3844,802,15,13,3,Standard,Yearly,Credit Card,No,No,21,1340.73,Yes
CUST004883,23,Male,Gujarat,7,4169.24,29462.94,215.01,270,226,15,14,1,Basic,Yearly,Cash,Yes,No,25,2300.96,Yes
CUST004884,23,Male,Uttarakhand,90,161.46,13485.79,79.92,1242,728,6,13,5,Premium,Monthly,UPI,Yes,Yes,11,922.31,No
CUST004885,37,Female,Haryana,104,1357.03,137138.28,223.73,544,337,19,12,6,Basic,Monthly,Credit Card,Yes,No,40,3867.05,No
CUST004886,69,Male,Madhya Pradesh,52,1998.7,95912.7,154.37,1534,588,12,7,8,Standard,Yearly,Credit Card,No,No,7,1116.86,No
CUST004887,70,Male,Madhya Pradesh,49,1060.3,54510.47,190.97,4904,2360,6,13,0,Premium,Monthly,Debit Card,No,No,60,833.64,No
CUST004888,20,Male,Karnataka,119,3059.69,314428.76,72.96,1808,60,2,10,1,Standard,Monthly,Net Banking,Yes,No,56,3949.0,No
CUST004889,34,Female,Telangana,81,2834.2,236139.6,50.44,808,942,18,15,1,Standard,Monthly,UPI,No,No,51,3639.9,Yes
CUST004890,66,Female,Karnataka,95,2091.83,171878.17,18.99,1337,1386,12,7,4,Standard,Yearly,UPI,Yes,No,48,602.49,No
CUST004891,29,Female,Uttarakhand,103,1542.46,136383.2,247.67,1572,30,19,12,2,Basic,Monthly,Net Banking,No,No,15,2769.79,No
CUST004892,65,Female,Punjab,89,2226.15,205653.79,213.15,4011,1384,17,15,5,Premium,Monthly,Net Banking,Yes,No,57,1480.37,No
CUST004893,64,Female,Telangana,37,1526.89,57820.1,88.01,3447,2322,6,4,9,Standard,TwoYear,Credit Card,Yes,No,59,3977.64,No
CUST004894,62,Female,Telangana,62,1184.17,67714.83,251.07,993,2887,4,3,6,Standard,Yearly,Cash,No,No,54,2495.6,No
CUST004895,18,Female,Kerala,15,1821.22,28452.19,250.11,4610,1967,8,14,3,Standard,Yearly,Debit Card,No,No,19,1319.25,No
CUST004896,34,Male,Gujarat,2,3051.44,6239.41,41.33,2555,327,16,14,5,Standard,TwoYear,Debit Card,No,No,12,2979.18,No
CUST004897,20,Male,Telangana,11,3277.12,37144.07,214.11,2154,1339,15,10,3,Standard,Yearly,Credit Card,Yes,Yes,19,2676.64,No
CUST004898,43,Female,Chhattisgarh,96,1557.0,144841.82,87.68,613,2768,12,3,8,Standard,Monthly,UPI,No,No,16,2254.63,No
CUST004899,32,Female,Kerala,94,4742.25,464344.88,140.16,4449,389,11,8,6,Standard,Yearly,Credit Card,Yes,No,38,3721.85,No
CUST004900,53,Female,Jharkhand,17,1383.6,23801.49,129.04,354,2935,9,11,6,Premium,Yearly,Cash,No,No,32,1176.27,No
CUST004901,49,Male,Kerala,88,3589.45,327871.74,180.06,1854,718,17,6,10,Premium,Monthly,Debit Card,No,No,40,1656.58,No
CUST004902,49,Female,Bihar,45,499.25,20361.21,104.14,1009,2914,19,1,10,Standard,Monthly,Cash,No,No,41,2712.25,Yes
CUST004903,21,Female,Uttar Pradesh,68,3357.74,218375.75,21.98,4702,2616,4,11,10,Premium,Monthly,Credit Card,Yes,No,15,1997.39,No
CUST004904,35,Male,Kerala,120,2353.75,289096.77,201.8,2249,704,6,6,0,Standard,TwoYear,Cash,No,No,53,3785.55,No
CUST004905,66,Female,Chhattisgarh,114,2888.63,318089.64,288.17,3542,1828,20,6,12,Basic,Yearly,Debit Card,Yes,Yes,18,1220.16,No
CUST004906,36,Female,Gujarat,61,1001.96,61744.18,200.36,2077,433,0,7,3,Basic,TwoYear,Net Banking,No,No,11,251.67,No
CUST004907,60,Male,Telangana,46,2224.46,106890.85,161.88,804,536,19,15,5,Basic,Monthly,UPI,No,No,58,1834.48,Yes
CUST004908,69,Male,Rajasthan,32,3854.76,124698.41,49.09,1707,470,20,7,10,Standard,Yearly,Net Banking,Yes,No,53,1287.98,No
CUST004909,52,Male,Assam,19,3858.72,66942.49,187.55,637,54,14,5,9,Standard,Yearly,UPI,No,No,28,3510.7,No
CUST004910,57,Male,Assam,67,1264.02,73996.45,183.33,833,1901,11,10,10,Basic,Monthly,UPI,No,Yes,40,3385.82,No
CUST004911,31,Female,Madhya Pradesh,4,1827.74,6613.12,185.63,1960,2005,1,6,7,Standard,Yearly,Credit Card,Yes,No,57,2131.47,No
CUST004912,50,Male,Odisha,25,118.69,2915.5,267.69,3899,2748,16,2,8,Basic,Yearly,Credit Card,Yes,No,19,1845.24,No
CUST004913,31,Male,Uttarakhand,73,540.81,33643.68,214.9,1022,236,13,11,2,Standard,Monthly,UPI,No,No,15,144.4,Yes
CUST004914,51,Male,Tamil Nadu,21,720.98,13443.98,235.02,3013,2917,17,2,11,Basic,Yearly,Net Banking,No,No,49,3617.71,Yes
CUST004915,21,Male,Assam,87,1538.89,122554.28,94.0,744,224,15,9,3,Standard,Monthly,Credit Card,Yes,Yes,31,1316.55,No
CUST004916,41,Male,Himachal Pradesh,110,3819.18,430631.45,81.11,2359,1565,19,0,12,Premium,TwoYear,Net Banking,No,Yes,38,2333.62,No
CUST004917,46,Male,Gujarat,93,2600.23,208014.96,62.03,2327,2798,15,7,0,Basic,Monthly,UPI,No,Yes,50,1574.4,No
CUST004918,36,Female,Telangana,94,3983.78,322043.99,233.51,4799,682,2,0,7,Premium,Yearly,Credit Card,Yes,No,47,1635.2,No
CUST004919,23,Female,Gujarat,89,3799.04,324710.52,209.58,87,409,13,10,0,Standard,Monthly,UPI,No,Yes,24,1415.02,No
CUST004920,50,Male,Uttar Pradesh,113,2976.98,297899.0,102.63,1923,2290,7,10,11,Basic,TwoYear,Credit Card,No,No,12,532.17,Yes
CUST004921,66,Male,Haryana,93,2549.31,213008.11,42.33,3014,1259,3,8,4,Standard,Monthly,Cash,No,Yes,44,1730.46,No
CUST004922,57,Male,Himachal Pradesh,98,4663.47,405306.97,254.0,240,1152,3,6,10,Premium,Monthly,Net Banking,No,No,57,2502.72,No
CUST004923,36,Male,Jharkhand,14,2889.42,39089.52,115.28,4686,463,20,1,10,Standard,Yearly,Debit Card,No,No,52,277.06,No
CUST004924,70,Female,Himachal Pradesh,22,2465.84,46713.88,56.92,4808,2734,0,3,11,Premium,Yearly,UPI,No,No,51,338.88,No
CUST004925,18,Female,Punjab,48,4358.69,217167.37,43.32,3896,2578,0,8,8,Premium,Monthly,Debit Card,No,No,32,1306.6,No
CUST004926,22,Female,Himachal Pradesh,51,450.05,20074.94,275.9,1638,61,15,8,4,Basic,TwoYear,UPI,Yes,No,36,1708.89,No
CUST004927,44,Male,Himachal Pradesh,80,3314.53,275853.51,39.05,738,1243,12,0,6,Premium,Monthly,UPI,Yes,No,21,1824.43,No
CUST004928,33,Female,West Bengal,11,653.83,7232.59,107.9,1112,1540,13,10,6,Basic,Monthly,Debit Card,No,No,33,1237.64,Yes
CUST004929,23,Male,Maharashtra,59,4117.13,246700.85,189.66,4159,2458,20,10,4,Standard,Monthly,Net Banking,No,No,44,488.3,Yes
CUST004930,57,Female,Assam,14,3984.06,49338.05,122.42,2318,2641,14,13,12,Premium,TwoYear,UPI,Yes,No,52,2567.02,Yes
CUST004931,30,Female,West Bengal,7,2567.64,17684.64,143.24,202,331,2,4,2,Basic,Yearly,UPI,Yes,No,30,2794.56,No
CUST004932,65,Female,Karnataka,69,3339.12,233489.96,240.79,2757,2490,3,8,12,Basic,Monthly,Net Banking,No,No,32,1532.94,Yes
CUST004933,52,Male,Punjab,58,3885.85,216726.34,299.77,3988,2730,14,7,9,Standard,Monthly,UPI,No,No,19,2422.02,No
CUST004934,36,Male,Madhya Pradesh,40,2468.19,94799.72,140.17,3917,2816,7,10,8,Premium,TwoYear,Cash,Yes,No,25,2839.71,Yes
CUST004935,29,Female,Andhra Pradesh,93,4539.19,372282.07,113.65,1434,2799,4,15,2,Standard,Yearly,UPI,Yes,No,7,1765.17,No
CUST004936,33,Male,Maharashtra,81,2241.45,169365.23,122.03,76,675,17,8,6,Basic,TwoYear,Debit Card,No,No,19,2734.16,Yes
CUST004937,60,Male,Tamil Nadu,94,4470.91,369879.06,110.73,4673,155,13,3,11,Standard,Monthly,Debit Card,No,No,59,563.7,Yes
CUST004938,27,Female,Andhra Pradesh,25,2955.45,77179.47,142.13,1772,2568,20,10,7,Premium,Yearly,Credit Card,No,No,44,1885.14,No
CUST004939,42,Male,Andhra Pradesh,78,2188.59,168485.67,99.93,1356,1075,12,8,11,Basic,Yearly,Net Banking,No,No,48,1584.7,No
CUST004940,37,Female,Madhya Pradesh,42,120.08,4335.7,138.78,321,789,20,14,12,Premium,Yearly,Debit Card,No,Yes,18,1505.47,No
CUST004941,48,Male,Gujarat,86,1548.22,125870.92,283.64,3137,2730,12,10,12,Basic,Monthly,Cash,No,Yes,15,3055.71,No
CUST004942,21,Female,Andhra Pradesh,44,4352.82,187232.57,85.86,3521,1387,10,6,5,Basic,Monthly,UPI,No,No,57,225.26,Yes
CUST004943,61,Male,Telangana,5,2200.69,9563.41,195.56,243,2430,20,13,6,Basic,Monthly,Credit Card,No,No,36,1843.42,Yes
CUST004944,40,Female,Jharkhand,104,2165.2,221352.21,146.08,515,2315,5,1,8,Basic,Yearly,Credit Card,No,Yes,31,1697.02,No
CUST004945,19,Male,Gujarat,28,2498.11,61935.41,219.72,4352,2470,7,9,1,Premium,Monthly,Debit Card,Yes,No,27,3369.63,No
CUST004946,39,Female,Uttarakhand,76,1502.89,106404.26,141.69,1208,2259,15,7,11,Premium,TwoYear,UPI,No,No,45,1153.09,No
CUST004947,68,Female,Uttarakhand,100,2508.6,244616.3,48.16,3650,2356,7,11,6,Basic,TwoYear,Net Banking,Yes,Yes,37,2823.89,No
CUST004948,54,Male,Karnataka,60,1941.24,107507.13,261.73,3138,982,0,12,2,Basic,Monthly,UPI,No,No,60,1988.48,Yes
CUST004949,25,Male,Uttarakhand,77,4556.27,324933.2,202.73,2656,2321,19,11,10,Standard,Monthly,UPI,Yes,No,24,2891.68,No
CUST004950,24,Male,Odisha,21,2863.44,61258.1,157.76,13,262,8,7,2,Basic,Monthly,Credit Card,Yes,No,47,2027.16,Yes
CUST004951,31,Male,Andhra Pradesh,96,4187.34,366550.89,249.33,4950,1732,13,13,0,Standard,Monthly,UPI,No,No,3,2768.75,Yes
CUST004952,20,Male,Andhra Pradesh,49,3465.68,166598.37,292.86,1024,1893,11,8,12,Premium,Monthly,Cash,No,Yes,43,1805.02,Yes
CUST004953,67,Male,Maharashtra,56,1141.75,65205.92,122.82,3018,1705,4,9,9,Standard,TwoYear,Debit Card,Yes,No,57,1597.32,No
CUST004954,33,Female,Bihar,57,4351.56,218405.67,105.92,840,1601,20,13,11,Basic,Monthly,Net Banking,No,No,3,2340.21,Yes
CUST004955,36,Female,Madhya Pradesh,85,527.63,38533.23,226.08,2474,2064,13,2,3,Basic,Yearly,Cash,Yes,No,8,70.04,No
CUST004956,68,Male,West Bengal,61,2298.33,142316.08,136.38,4520,872,13,8,4,Standard,Monthly,UPI,No,Yes,53,933.34,Yes
CUST004957,35,Female,Chhattisgarh,101,1271.86,123348.6,25.73,1447,1484,19,13,9,Premium,Monthly,Debit Card,No,No,21,1681.04,Yes
CUST004958,69,Male,Odisha,38,2734.02,105507.28,106.32,3763,1352,4,5,9,Premium,Yearly,Credit Card,Yes,No,10,3871.02,No
CUST004959,33,Male,Kerala,73,1570.24,102317.34,242.59,4465,2168,17,8,8,Standard,Monthly,Debit Card,Yes,No,33,3843.92,No
CUST004960,25,Male,Uttar Pradesh,101,3641.85,373905.72,212.01,3026,2763,8,13,11,Standard,Monthly,Debit Card,No,No,50,3077.74,Yes
CUST004961,50,Female,Maharashtra,2,4690.9,8153.37,258.85,136,2541,18,13,2,Basic,TwoYear,Net Banking,Yes,No,24,3956.48,No
CUST004962,66,Male,Bihar,3,3574.54,11009.3,43.99,4324,1582,0,10,12,Basic,Monthly,Credit Card,No,No,55,1914.23,Yes
CUST004963,29,Female,Himachal Pradesh,43,1841.02,80312.27,73.18,1231,1607,1,5,4,Standard,Monthly,UPI,No,No,55,1006.9,No
CUST004964,70,Male,Himachal Pradesh,74,3040.34,216765.77,64.42,556,1688,20,11,6,Basic,TwoYear,Net Banking,Yes,No,42,2967.22,No
CUST004965,28,Female,Telangana,35,4453.78,151465.84,291.4,1618,441,11,15,12,Basic,TwoYear,UPI,Yes,No,60,934.75,No
CUST004966,22,Female,Haryana,73,1423.14,95491.73,50.68,3090,1867,9,3,5,Basic,Yearly,Credit Card,No,No,57,309.41,No
CUST004967,44,Male,Jharkhand,40,679.2,24188.3,179.38,3562,587,20,4,0,Basic,Monthly,Net Banking,Yes,No,26,3177.7,No
CUST004968,29,Female,Himachal Pradesh,112,740.74,78075.34,189.87,1767,1056,18,4,9,Standard,Yearly,Cash,No,No,49,343.43,No
CUST004969,34,Female,Uttar Pradesh,118,2524.78,292409.59,185.67,130,1197,19,2,10,Premium,Yearly,Credit Card,No,No,32,201.05,No
CUST004970,23,Male,Gujarat,96,3687.47,371588.29,207.5,3609,2385,1,13,0,Premium,Yearly,Net Banking,No,Yes,19,884.8,No
CUST004971,50,Male,Chhattisgarh,85,3320.56,286044.0,145.18,1174,1699,3,4,6,Premium,Monthly,UPI,No,No,44,3080.29,Yes
CUST004972,22,Male,Jharkhand,58,2324.06,126284.7,25.11,2428,1791,20,7,4,Premium,Yearly,Net Banking,No,No,36,3307.82,No
CUST004973,45,Female,West Bengal,34,3673.56,124732.37,210.37,4200,2599,5,3,0,Standard,Yearly,UPI,Yes,Yes,40,2875.53,No
CUST004974,31,Female,Kerala,25,3206.45,69869.31,84.33,3822,2138,16,6,2,Standard,Monthly,UPI,Yes,No,7,2777.7,No
CUST004975,22,Male,Telangana,106,3178.33,314332.91,22.76,2815,1884,0,14,3,Basic,TwoYear,UPI,No,No,30,1402.81,No
CUST004976,50,Male,Haryana,56,1091.64,57157.35,50.94,1250,1537,19,0,5,Basic,Monthly,Debit Card,Yes,No,16,436.61,No
CUST004977,67,Male,Chhattisgarh,32,1631.66,54811.49,86.17,3708,1776,9,2,5,Premium,Yearly,Net Banking,No,No,1,3470.42,No
CUST004978,65,Male,Punjab,110,1787.68,182526.29,129.73,3648,1971,3,11,12,Standard,Yearly,Credit Card,No,No,2,1057.37,No
CUST004979,58,Female,Andhra Pradesh,101,4060.13,355392.47,258.4,316,684,0,3,5,Basic,Yearly,UPI,No,No,34,730.27,No
CUST004980,36,Female,Chhattisgarh,22,3898.04,74046.4,160.95,1039,1640,15,4,9,Standard,TwoYear,Net Banking,No,No,46,1964.09,No
CUST004981,39,Male,Gujarat,89,1338.1,117861.51,141.59,534,622,18,3,11,Basic,Monthly,Debit Card,No,No,14,499.59,No
CUST004982,22,Male,West Bengal,65,370.25,21847.79,57.38,4556,503,14,5,9,Standard,Monthly,Debit Card,Yes,Yes,48,3022.92,No
CUST004983,19,Male,Odisha,109,3862.14,430985.14,287.78,1863,274,3,0,7,Premium,Yearly,UPI,Yes,No,23,812.83,No
CUST004984,47,Female,Tamil Nadu,100,2108.34,199573.26,272.55,4729,2388,0,14,1,Basic,TwoYear,Net Banking,Yes,No,29,1875.91,No
CUST004985,64,Male,Chhattisgarh,21,1177.04,22643.38,244.82,4130,45,16,6,3,Standard,Yearly,UPI,Yes,No,29,1230.45,No
CUST004986,56,Male,Rajasthan,105,673.38,70833.79,96.95,1588,2852,18,0,12,Basic,Yearly,Debit Card,No,No,31,2291.19,No
CUST004987,21,Female,Rajasthan,80,162.79,12157.24,168.49,4499,2150,20,8,2,Standard,TwoYear,Net Banking,No,No,57,1061.36,No
CUST004988,50,Male,Himachal Pradesh,96,2195.88,210272.55,116.65,69,1528,13,5,0,Standard,Monthly,UPI,Yes,No,20,731.27,No
CUST004989,30,Male,Maharashtra,21,1764.84,36795.48,120.87,4573,2368,8,1,9,Basic,TwoYear,UPI,Yes,No,30,1081.82,No
CUST004990,37,Female,Jharkhand,117,3512.7,408783.96,21.64,1778,1977,14,15,5,Standard,Yearly,UPI,No,No,57,3870.84,No
CUST004991,24,Male,Madhya Pradesh,28,4885.66,139729.3,42.01,2818,2566,12,1,1,Standard,TwoYear,UPI,Yes,No,39,1123.95,Yes
CUST004992,32,Male,Karnataka,19,1113.23,21567.63,288.35,4435,2750,8,14,10,Premium,Monthly,Cash,Yes,No,15,639.66,No
CUST004993,40,Male,Telangana,120,1290.88,152260.07,183.03,3373,738,17,5,5,Standard,Yearly,Debit Card,Yes,No,40,3747.79,No
CUST004994,31,Male,Uttarakhand,14,1752.78,25554.64,1.89,962,927,12,8,2,Basic,Monthly,Cash,No,No,31,3713.73,Yes
CUST004995,40,Male,Rajasthan,87,2383.09,177088.99,242.76,1871,199,10,1,9,Standard,Monthly,UPI,No,No,58,1536.45,No
CUST004996,36,Female,West Bengal,24,3518.72,87496.6,26.11,2546,1278,4,3,8,Standard,Yearly,UPI,No,Yes,11,2132.29,No
CUST004997,46,Male,Uttar Pradesh,20,1824.95,32106.37,212.45,1539,334,18,6,10,Basic,Yearly,Net Banking,Yes,No,33,1541.84,No
CUST004998,37,Female,Tamil Nadu,32,610.58,17434.82,186.25,4903,2856,5,14,4,Standard,Yearly,Debit Card,No,No,38,331.09,No
CUST004999,46,Male,Karnataka,104,3678.67,387738.81,18.89,1574,101,2,2,4,Basic,Monthly,Credit Card,No,No,4,3844.59,No
CUST005000,41,Male,Kerala,74,3993.74,274874.93,159.28,3728,1487,15,4,8,Basic,TwoYear,Net Banking,No,No,32,1545.69,Yes
CUST005001,35,Male,Kerala,52,1313.48,63865.64,14.23,111,390,17,9,7,Standard,TwoYear,Cash,No,No,42,3549.97,No
CUST005002,27,Male,Jharkhand,65,770.11,45163.83,19.32,259,1902,9,5,5,Standard,Monthly,Credit Card,Yes,No,51,797.78,Yes
CUST005003,58,Male,Assam,95,2686.23,228368.19,15.35,1397,2791,2,4,5,Standard,Monthly,UPI,Yes,No,53,2238.13,No
CUST005004,25,Male,Maharashtra,52,1120.74,50775.01,76.63,4470,2093,1,9,5,Premium,TwoYear,UPI,No,Yes,46,1059.91,No
CUST005005,43,Male,Punjab,101,1933.4,173667.23,240.53,1224,1711,0,7,8,Basic,Yearly,Net Banking,Yes,No,35,1615.86,Yes
CUST005006,46,Male,Himachal Pradesh,58,3909.07,218416.38,108.74,1502,1469,15,5,1,Basic,Monthly,Credit Card,No,No,29,3170.28,No
CUST005007,27,Female,Himachal Pradesh,79,1176.07,92103.24,191.86,2704,1184,15,4,1,Premium,Monthly,UPI,Yes,No,19,1620.07,No
CUST005008,34,Male,Kerala,104,4050.67,420329.35,37.45,2147,580,3,14,10,Standard,Yearly,UPI,No,No,44,3867.44,No
CUST005009,19,Male,Maharashtra,95,3402.7,298696.97,279.86,4113,1629,12,5,9,Premium,TwoYear,Debit Card,No,Yes,27,3909.19,No
CUST005010,23,Male,Assam,92,1176.66,111975.63,151.27,3910,833,18,11,1,Standard,Monthly,Debit Card,Yes,No,5,852.57,No
CUST005011,22,Male,Madhya Pradesh,10,2679.38,24536.3,7.38,4887,696,5,12,2,Standard,Monthly,Cash,Yes,No,26,3345.53,Yes
CUST005012,45,Female,Uttar Pradesh,70,3108.95,189819.78,161.22,4384,1259,15,15,9,Basic,Monthly,Credit Card,No,No,29,3944.3,Yes
